Window_ID,Timestamp,Packet_Count,Avg_Packet_Size,Packet_Size_Variance,TTL_Mean,TTL_Variance,TCP_Window_Mean,TCP_Window_Variance,TCP_SYN_Count,TCP_ACK_Count,TCP_RST_Count,TCP_FIN_Count,TCP_PSH_Count,Fragmented_Packet_Count,Unique_Source_IPs,Unique_Destination_IPs,Unique_Destination_Ports,Max_Unique_Ports_Per_Source,Port_Scan_Signature,Scan_Entropy,Window_Duration
232,2019-07-15 22:41:37.823010921,104,302.84615384615387,436595.51479289937,58.72,289.8816,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.22613787651062
233,2019-07-15 22:42:07.823010921,141,249.6241134751773,331069.22750364675,54.833333333333336,1226.8824786324788,2336.2571428571428,42435101.791020416,2,34,0,2,15,0,6,7,10,4,0,3.3219280948729355,29.771363973617554
234,2019-07-15 22:42:37.823010921,114,287.43859649122805,401713.5093875038,54.785714285714285,482.31122448979596,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.38449478149414
235,2019-07-15 22:43:07.823010921,109,292.9633027522936,419229.37480010104,62.4375,80.49609375,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.222892999649048
236,2019-07-15 22:43:37.823010921,108,297.06481481481484,421758.78283607675,56.64150943396226,395.39978640085434,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.6040678024292
237,2019-07-15 22:44:07.823010921,183,313.75409836065575,515338.92860342195,74.89915966386555,2042.8133606383733,2317.153846153846,45530978.468639046,4,63,0,0,29,0,7,7,16,6,0,3.9999999999769167,29.65907907485962
238,2019-07-15 22:44:37.823010921,195,325.0358974358974,567815.3474293229,74.81889763779527,1049.9278318556642,690.203125,368874.4118652344,0,64,0,0,31,0,7,7,19,10,1,4.247927513416173,28.99972915649414
239,2019-07-15 22:45:07.823010921,135,276.0962962962963,385501.3166529492,58.64,1301.2704,712.5121951219512,366897.90838786436,0,41,0,2,18,0,7,7,10,4,0,3.3219280948729355,29.380083084106445
240,2019-07-15 22:45:37.823010921,186,329.16129032258067,590131.2643080124,66.95934959349593,774.8682662436379,689.54,355281.96839999995,0,50,0,0,25,0,6,6,17,10,1,4.087462841225814,29.79676103591919
241,2019-07-15 22:46:07.823010921,178,345.4157303370786,695460.5125615455,72.08695652173913,462.13156899810957,701.4423076923077,356053.2466715977,0,52,0,0,26,0,6,6,18,10,1,4.169925001416344,29.44939112663269
242,2019-07-15 22:46:37.823010921,124,272.258064516129,407445.7882414151,57.80357142857143,319.7649872448979,826.5862068965517,371427.6218787158,0,29,0,0,13,0,5,5,6,2,0,2.5849625007125,29.318603992462158
243,2019-07-15 22:47:07.823010921,211,299.8767772511848,555285.1317355854,63.49032258064516,564.3531321540062,1836.1978021978023,33944028.686149016,4,89,0,4,42,0,9,9,20,8,0,4.321928094858508,29.696953058242798
244,2019-07-15 22:47:37.823010921,218,214.71100917431193,240426.27886962378,62.193333333333335,80.86262222222223,777.9193548387096,13305961.122528614,2,121,2,2,67,0,7,7,10,4,0,3.3219280948729355,29.867177963256836
245,2019-07-15 22:48:07.823010921,306,213.38235294117646,294895.54334871203,60.516129032258064,197.18522372528605,343.40845070422534,129893.33082060439,0,213,0,0,113,0,6,6,9,3,0,3.169925001429328,29.43876004219055
246,2019-07-15 22:48:37.823010921,354,158.90112994350284,138258.06649589833,61.858131487889274,120.44008093772824,476.69767441860466,139677.70704885526,0,258,0,2,146,0,6,6,8,3,0,2.9999999999884586,29.790730953216553
247,2019-07-15 22:49:07.823010921,386,157.70725388601036,127526.53865204437,63.774096385542165,11.939931412396577,691.242718446602,251864.2161686618,0,309,0,0,190,0,5,5,6,2,0,2.5849625007125,29.659231185913086
248,2019-07-15 22:49:37.823010921,369,173.78590785907858,148108.37421875572,62.016447368421055,96.04249264196675,1209.3686131386862,11910253.174343335,4,272,0,0,149,0,6,6,9,4,0,3.169925001429328,29.602442026138306
249,2019-07-15 22:50:07.823010921,196,319.5612244897959,337030.1544148272,50.955882352941174,392.4245242214533,2160.848484848485,46948758.411386594,6,96,0,6,40,0,5,5,11,6,0,3.4594316186214273,29.20671510696411
250,2019-07-15 22:50:37.823010921,582,1061.0841924398626,2086720.5856951382,54.57610789980732,84.24420758758693,1144.8157894736842,19559311.17861709,12,488,0,13,30,0,5,5,14,9,0,3.807354922037407,29.508833169937134
251,2019-07-15 22:51:07.823010921,249,919.1927710843373,1545541.400590313,54.25388601036269,306.7490133963329,2230.8451612903227,49938906.69860562,10,150,0,11,29,0,5,5,13,8,0,3.7004397181223365,29.73375701904297
252,2019-07-15 22:51:37.823010921,235,698.2425531914894,1231172.4135083747,55.48823529411764,206.27339100346023,2454.7571428571428,54748265.05530612,10,135,0,13,28,0,5,5,12,8,0,3.584962500703843,29.589982986450195
253,2019-07-15 22:52:07.823010921,248,522.5403225806451,2632733.062890219,64.51595744680851,605.4305964237211,3575.3700787401576,80468253.88666376,14,120,0,10,39,0,10,10,28,10,1,4.807354922017208,29.364301919937134
254,2019-07-15 22:52:37.823010921,262,561.9809160305343,1060441.4538342752,64.61928934010152,434.6824705609523,1357.139534883721,24862629.25184784,4,127,0,7,42,0,8,8,24,10,1,4.584962500686531,29.231639862060547
255,2019-07-15 22:53:07.823010921,167,275.21556886227546,426459.91760192177,55.612612612612615,249.8769580391202,3948.682926829268,87937156.19214754,10,77,0,3,30,0,7,7,15,8,0,3.906890595586879,29.509769916534424
256,2019-07-15 22:53:37.823010921,705,199.82836879432625,263048.3379186158,64.67711598746081,125.24997788936822,945.7880910683012,4583990.8605236765,3,571,0,3,299,0,9,9,26,10,1,4.700439718103583,29.794067859649658
257,2019-07-15 22:54:07.823010921,295,268.7457627118644,476736.9760413675,65.48535564853556,443.6221704802087,845.679012345679,406913.62536198756,0,162,0,0,100,0,8,8,23,11,1,4.523561956023831,29.41368794441223
258,2019-07-15 22:54:37.823010921,308,187.19155844155844,206121.85616250636,61.481327800829874,129.34508703362548,885.6,412964.0114285715,0,210,0,0,128,0,7,7,11,5,0,3.4594316186214273,29.81709098815918
259,2019-07-15 22:55:07.823010921,324,205.53395061728395,295472.4340325407,65.34944237918215,121.04517626898472,872.1894273127754,426136.99935958395,0,225,2,2,133,0,8,8,17,6,0,4.087462841225814,29.59139108657837
260,2019-07-15 22:55:37.823010921,383,183.1148825065274,253401.33928242745,62.840255591054316,63.476079167900046,929.6468531468531,425974.3682942932,0,286,0,0,181,0,6,6,8,3,0,2.9999999999884586,28.999694108963013
261,2019-07-15 22:56:07.823010921,347,251.95389048991353,334449.82496325026,61.89383561643836,119.41681131544382,909.6846153846154,431284.06207100593,0,260,0,0,163,0,6,6,9,3,0,3.169925001429328,29.851287841796875
262,2019-07-15 22:56:37.823010921,289,175.33910034602076,174093.05456112835,63.21621621621622,37.14243973703434,944.5075376884422,416666.1594909218,0,199,0,0,123,0,6,6,8,3,0,2.9999999999884586,29.613306999206543
263,2019-07-15 22:57:07.823010921,384,153.01822916666666,127238.08560519751,61.201219512195124,193.1241448542534,1116.8954703832753,5758048.191164152,2,286,0,4,186,0,8,8,11,4,0,3.4594316186214273,29.873759984970093
264,2019-07-15 22:57:37.823010921,456,171.06359649122808,171400.76569232842,62.33676092544987,99.30818590942438,870.0196629213483,444235.850736965,0,356,0,0,216,0,5,5,6,2,0,2.5849625007125,29.808050870895386
265,2019-07-15 22:58:07.823010921,358,174.08938547486034,183341.01435660562,63.75081967213115,12.993646869121205,940.9822695035461,424038.762096977,0,282,0,0,183,0,5,5,6,2,0,2.5849625007125,29.75085210800171
266,2019-07-15 22:58:37.823010921,266,184.69172932330827,192123.18316467857,62.059701492537314,114.7725551347739,955.2988505747127,414574.76126304665,0,174,0,0,109,0,5,5,7,2,0,2.807354922047505,29.509499073028564
267,2019-07-15 22:59:07.823010921,285,173.3017543859649,169904.90543551862,62.01315789473684,117.96035318559555,959.530303030303,414443.40059687785,0,198,0,0,125,0,5,5,6,2,0,2.5849625007125,29.559081077575684
268,2019-07-15 22:59:37.823010921,408,186.1421568627451,239543.78371299498,63.59312320916906,22.62528222264185,902.96,434866.0260923076,0,325,0,0,195,0,5,5,6,2,0,2.5849625007125,29.721489906311035
269,2019-07-15 23:00:07.823010921,490,327.3979591836735,687085.8314244066,63.140515222482435,187.61023205304696,1008.8306451612904,4701967.640673777,2,371,0,0,221,0,7,7,14,5,0,3.807354922037407,29.74509310722351
270,2019-07-15 23:00:37.823010921,201,316.7164179104478,586844.5414717457,65.2394366197183,761.6328109502081,787.1212121212121,392319.62167125806,0,66,0,0,36,0,7,7,20,10,1,4.321928094858508,29.783245086669922
271,2019-07-15 23:01:07.823010921,384,189.55729166666666,222316.949842665,63.88125,222.97964843749997,1574.8793103448277,18572361.54060642,9,286,1,0,150,0,8,8,12,5,0,3.584962500703843,29.49444603919983
272,2019-07-15 23:01:37.823010921,263,668.3688212927757,1277648.1263282686,63.80582524271845,599.9817136393629,2339.416,49296758.930943996,8,122,0,2,35,0,7,8,24,12,1,4.584962500686531,29.23622703552246
273,2019-07-15 23:02:07.823010921,324,706.929012345679,1328268.8869360615,61.55343511450382,464.453251558767,2248.679347826087,50200188.19609522,12,178,0,13,40,0,8,8,28,11,1,4.807354922017208,29.76241183280945
274,2019-07-15 23:02:37.823010921,261,1015.8582375478927,1633887.7078727556,58.91414141414141,84.0380828486889,1405.7209302325582,27929945.084910765,6,169,0,6,33,0,6,6,13,7,0,3.7004397181223365,29.62727403640747
275,2019-07-15 23:03:07.823010921,248,460.3306451612903,791824.4713189385,59.41530054644809,352.8439188987429,3384.410447761194,77226026.60018936,14,127,0,12,32,0,7,7,22,12,1,4.459431618605558,29.686137914657593
276,2019-07-15 23:03:37.823010921,171,280.65497076023394,329717.4072706132,53.61538461538461,290.08284023668637,3054.183908045977,68810717.43744221,8,83,0,10,26,0,6,6,14,9,0,3.807354922037407,29.23720097541809
277,2019-07-15 23:04:07.823010921,123,266.9268292682927,376789.71009319846,60.950819672131146,84.34184359043269,672.578947368421,362260.66481994465,0,38,0,4,13,0,6,6,8,4,0,2.9999999999884586,29.370113134384155
278,2019-07-15 23:04:37.823010921,157,273.2229299363057,349649.0012576575,53.21590909090909,393.03292871900817,3681.927272727273,79272290.54016528,6,52,0,2,19,0,6,6,11,5,0,3.4594316186214273,29.36919403076172
279,2019-07-15 23:05:07.823010921,277,173.6173285198556,175221.29038564296,61.51401869158879,147.45541095292165,1219.5573770491803,8921868.170205144,2,183,0,5,106,0,7,7,13,6,0,3.7004397181223365,29.679621934890747
280,2019-07-15 23:05:37.823010921,120,275.30833333333334,383906.7632638889,59.36842105263158,257.2853185595568,941.8387096774194,363477.6836628512,0,31,0,0,17,0,5,5,6,2,0,2.5849625007125,29.607917070388794
281,2019-07-15 23:06:07.823010921,123,330.6341463414634,528365.4840372795,57.645161290322584,343.9708636836629,919.1176470588235,350432.22145328723,0,34,0,0,18,0,4,4,4,1,0,1.9999999999942293,29.628380060195923
282,2019-07-15 23:06:37.823010921,148,235.29054054054055,318538.4088294376,63.1875,698.20234375,12088.34693877551,156591839.73677632,21,40,0,0,13,0,5,5,7,3,0,2.807354922047505,29.558999061584473
283,2019-07-15 23:07:07.823010921,235,722.1872340425532,1605454.2883476687,77.67441860465117,860.0335316387236,1908.939393939394,55926429.72359964,6,130,0,2,31,0,7,10,16,7,0,3.9999999999769167,29.405681848526
284,2019-07-15 23:07:37.823010921,120,294.2083333333333,458888.06493055547,53.11864406779661,554.5113473139903,930.28,351086.36160000006,0,25,0,0,13,0,4,6,5,2,0,2.321928094880149,29.702758073806763
285,2019-07-15 23:08:07.823010921,185,288.43783783783783,441286.86235208175,67.95934959349593,989.5837133981095,1838.8450704225352,32960963.933743294,3,67,3,2,32,0,8,8,15,5,0,3.906890595586879,29.735504865646362
286,2019-07-15 23:08:37.823010921,186,327.26344086021504,571200.8069429991,71.72033898305085,570.0489083596668,750.204081632653,377399.75426905457,0,49,0,0,24,0,6,6,18,11,1,4.169925001416344,29.826071977615356
287,2019-07-15 23:09:07.823010921,122,286.23770491803276,416827.4926766999,52.75757575757576,541.850321395776,778.6470588235294,372218.52249134943,0,34,0,0,15,0,5,5,7,2,0,2.807354922047505,29.433734893798828
288,2019-07-15 23:09:37.823010921,192,322.609375,607176.560953776,65.3015873015873,859.5280927185689,720.4489795918367,372176.4514785506,0,49,0,0,23,0,6,6,17,10,1,4.087462841225814,29.633661031723022
289,2019-07-15 23:10:07.823010921,184,317.8695652173913,484218.2221172023,66.896,763.3411839999999,761.4814814814815,370579.58299039793,0,54,0,0,27,0,6,6,17,10,1,4.087462841225814,29.574296951293945
290,2019-07-15 23:10:37.823010921,126,275.3492063492063,434664.0209120685,57.741379310344826,310.64001189060644,784.7741935483871,373545.85223725287,0,31,0,0,13,0,5,5,6,2,0,2.5849625007125,29.691361904144287
291,2019-07-15 23:11:07.823010921,155,324.31612903225806,484222.34522372525,61.8469387755102,595.2520824656393,801.08,377635.8336,0,50,0,0,23,0,6,6,12,4,0,3.584962500703843,29.861536979675293
292,2019-07-15 23:11:37.823010921,122,271.344262295082,328150.9962375706,60.91228070175438,137.55370883348724,818.1176470588235,377893.9861591695,0,34,0,0,14,0,5,5,6,2,0,2.5849625007125,29.460519075393677
293,2019-07-15 23:12:07.823010921,140,248.02857142857144,333773.8563265306,54.46835443037975,596.4262137477967,2020.4146341463415,36808694.09637121,2,40,0,2,15,0,7,7,9,3,0,3.169925001429328,29.810521841049194
294,2019-07-15 23:12:37.823010921,134,255.32089552238807,347680.1880708398,51.44285714285714,587.8181632653061,729.5,373294.60294117645,0,34,0,2,13,0,5,5,7,2,0,2.807354922047505,29.304728031158447
295,2019-07-15 23:13:07.823010921,127,262.21259842519686,366010.29338458675,69.32394366197182,367.76829994048796,11360.191489361701,150265168.49524674,19,38,0,0,13,0,5,5,7,3,0,2.807354922047505,29.661432027816772
296,2019-07-15 23:13:37.823010921,124,264.1532258064516,373941.03297346516,56.964285714285715,376.0344387755102,4829.551724137931,95329660.52318668,4,29,0,0,13,0,4,5,6,3,0,2.5849625007125,29.4793119430542
297,2019-07-15 23:14:07.823010921,111,290.3783783783784,411892.0550280011,55.611111111111114,444.3487654320987,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.13250494003296
298,2019-07-15 23:14:37.823010921,114,285.9122807017544,402221.9221298861,61.24,151.3824,930.28,351086.36159999995,0,25,0,0,13,0,4,4,5,1,0,2.321928094880149,29.559862852096558
299,2019-07-15 23:15:07.823010921,109,294.8256880733945,418226.4925511321,54.61818181818182,489.5087603305785,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.492127895355225
300,2019-07-15 23:15:37.823010921,131,256.46564885496184,354951.92820931185,53.333333333333336,1354.3888888888885,930.28,351086.36159999995,0,25,0,0,13,0,5,5,5,1,0,2.321928094880149,29.499294996261597
301,2019-07-15 23:16:07.823010921,162,320.1296296296296,447038.80418381345,66.37142857142857,384.8429931972788,1791.122807017544,27446937.511234235,2,56,0,0,26,0,6,6,12,5,0,3.584962500703843,29.68390917778015
302,2019-07-15 23:16:37.823010921,198,323.93939393939394,508809.2690541782,69.3015873015873,581.6550768455528,738.15,360005.9941666667,0,60,0,0,32,0,6,6,18,10,1,4.169925001416344,29.607898950576782
303,2019-07-15 23:17:07.823010921,151,323.6291390728477,533117.7300118417,56.52127659574468,481.1857175192396,1698.157894736842,26842402.308402583,2,56,0,2,24,0,7,7,9,3,0,3.169925001429328,29.793140172958374
304,2019-07-15 23:17:37.823010921,202,314.3910891089109,515311.257940398,71.04545454545455,588.9373278236915,732.421052631579,367088.6648199446,0,57,0,0,28,0,6,6,19,12,1,4.247927513416173,29.25588297843933
305,2019-07-15 23:18:07.823010921,181,343.0552486187845,575850.5715332255,68.89516129032258,627.6261056191466,739.5185185185185,361640.65706447186,0,54,0,0,28,0,6,6,17,10,1,4.087462841225814,29.640748023986816
306,2019-07-15 23:18:37.823010921,136,259.8970588235294,405290.8864619377,49.81818181818182,649.8760330578511,784.7741935483871,373545.85223725287,0,31,0,0,13,0,5,5,7,2,0,2.807354922047505,29.60835886001587
307,2019-07-15 23:19:07.823010921,141,318.3191489361702,488145.66410140344,68.5813953488372,361.10383991346674,789.9767441860465,382153.9296917253,0,43,0,0,19,0,6,6,12,5,0,3.584962500703843,29.520545959472656
308,2019-07-15 23:19:37.823010921,130,258.7307692307692,358125.3967455622,57.74576271186441,307.409939672508,785.8387096774194,372406.4578563996,0,31,0,0,13,0,5,5,6,2,0,2.5849625007125,29.38904595375061
309,2019-07-15 23:20:07.823010921,120,273.825,384520.8110416667,53.983870967741936,485.4997398543184,785.8387096774194,372406.4578563996,0,31,0,0,13,0,5,5,6,2,0,2.5849625007125,29.575170040130615
310,2019-07-15 23:20:37.823010921,119,274.7142857142857,387577.16206482594,60.6551724137931,139.39833531510106,729.5,373294.60294117645,0,34,0,2,13,0,5,5,7,2,0,2.807354922047505,29.526891946792603
311,2019-07-15 23:21:07.823010921,117,300.21367521367523,480492.7150266637,56.77777777777778,389.06172839506155,908.3846153846154,349568.23668639053,0,26,0,0,14,0,4,4,4,1,0,1.9999999999942293,29.573673009872437
312,2019-07-15 23:21:37.823010921,119,279.546218487395,386102.38231763296,48.80952380952381,714.4399092970522,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.08796191215515
313,2019-07-15 23:22:07.823010921,131,280.29007633587787,384118.34333663544,59.971014492753625,361.76727578239866,2194.4871794871797,38294714.04470742,2,38,0,2,17,0,6,6,8,3,0,2.9999999999884586,29.806090831756592
314,2019-07-15 23:22:37.823010921,115,286.6695652173913,398285.69950850663,52.93103448275862,561.9952437574317,930.28,351086.36159999995,0,25,0,0,13,0,4,4,5,1,0,2.321928094880149,29.53579020500183
315,2019-07-15 23:23:07.823010921,119,275.2857142857143,387293.85114045616,53.660714285714285,531.1884566326531,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.176463842391968
316,2019-07-15 23:23:37.823010921,108,296.1203703703704,422163.3281035664,59.98,222.2196,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.070180892944336
317,2019-07-15 23:24:07.823010921,154,316.35714285714283,550368.6711502783,64.83695652173913,571.4625472589793,1988.0,34490839.6,2,44,0,0,21,0,6,6,12,5,0,3.584962500703843,29.608464002609253
318,2019-07-15 23:24:37.823010921,193,339.20725388601034,718822.5788074849,68.73015873015873,724.8002015621063,734.9411764705883,368307.1926182237,0,51,0,0,26,0,6,6,19,11,1,4.247927513416173,29.773929834365845
319,2019-07-15 23:25:07.823010921,123,294.5121951219512,390619.16042038467,62.11666666666667,70.0363888888889,776.8378378378378,367419.81154127105,0,37,0,0,17,0,5,5,6,2,0,2.5849625007125,29.754410982131958
320,2019-07-15 23:25:37.823010921,178,320.4550561797753,642624.5288789294,65.99137931034483,897.24992568371,667.4047619047619,357097.9552154195,0,42,0,0,20,0,6,6,17,10,1,4.087462841225814,29.0626699924469
321,2019-07-15 23:26:07.823010921,175,335.86285714285714,658418.0497632653,68.92035398230088,724.0556034145196,717.7272727272727,364544.0619834711,0,44,0,0,22,0,6,6,17,10,1,4.087462841225814,29.544644117355347
322,2019-07-15 23:26:37.823010921,126,287.5238095238095,411130.9954648528,61.03389830508475,133.28698649813273,782.2647058823529,368231.31228373706,0,34,0,0,15,0,5,5,7,2,0,2.807354922047505,29.550102949142456
323,2019-07-15 23:27:07.823010921,220,564.4363636363636,3736121.064132231,65.2547770700637,644.7503752687735,1794.7738095238096,36924963.69883787,4,82,0,2,36,0,8,8,21,11,1,4.392317422748464,29.267371892929077
324,2019-07-15 23:27:37.823010921,130,258.0230769230769,357747.13023668644,55.16417910447761,408.4357317888172,691.0540540540541,361885.29437545646,0,35,2,2,15,0,6,6,8,3,0,2.9999999999884586,29.647216081619263
325,2019-07-15 23:28:07.823010921,120,274.51666666666665,384690.5497222223,59.8421052631579,199.3961218836565,785.8387096774194,372406.4578563996,0,31,0,0,13,0,5,5,6,2,0,2.5849625007125,29.555577993392944
326,2019-07-15 23:28:37.823010921,137,267.7810218978102,381161.4265011454,53.214285714285715,515.7969387755103,753.1315789473684,375762.95637119113,0,38,0,2,15,0,5,5,7,2,0,2.807354922047505,29.218273878097534
327,2019-07-15 23:29:07.823010921,114,263.37719298245617,299856.4279008925,55.45283018867924,451.379850480598,954.0,351649.0,0,24,0,0,12,0,4,4,4,1,0,1.9999999999942293,29.39318609237671
328,2019-07-15 23:29:37.823010921,112,288.6517857142857,408669.11981823976,62.59615384615385,1005.1253698224851,930.28,351086.36159999995,0,25,0,0,13,0,5,5,5,1,0,2.321928094880149,29.752393007278442
329,2019-07-15 23:30:07.823010921,123,273.0406504065041,374923.9251768127,48.80952380952381,714.439909297052,930.28,351086.36159999995,0,25,0,0,13,0,4,4,5,1,0,2.321928094880149,29.56252408027649
330,2019-07-15 23:30:37.823010921,120,271.275,384749.3327083333,54.44444444444444,496.91358024691357,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.587458848953247
331,2019-07-15 23:31:07.823010921,103,309.02912621359224,439684.6302196246,62.46938775510204,78.9021241149521,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.533687829971313
332,2019-07-15 23:31:37.823010921,124,269.6693548387097,372911.8987382934,52.93103448275862,561.9952437574317,930.28,351086.36159999995,0,25,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.651236057281494
333,2019-07-15 23:32:07.823010921,171,292.05263157894734,459732.2019082793,62.32142857142857,699.9323979591835,2711.9636363636364,54064279.45322314,4,53,0,2,22,0,7,7,14,6,0,3.807354922037407,29.8266441822052
334,2019-07-15 23:32:37.823010921,191,343.9685863874345,678341.7477042844,71.91056910569105,509.2196443915659,736.1296296296297,365235.0757887516,0,54,0,0,28,0,6,6,19,11,1,4.247927513416173,29.48105001449585
335,2019-07-15 23:33:07.823010921,120,277.69166666666666,325361.84659722226,57.328125,334.532958984375,791.3030303030303,378051.9687786961,0,33,0,0,14,0,5,5,6,2,0,2.5849625007125,29.684192895889282
336,2019-07-15 23:33:37.823010921,188,329.1489361702128,535983.328881847,67.27777777777777,724.5022045855377,739.0535714285714,371136.37213010207,0,56,0,0,27,0,6,6,17,10,1,4.087462841225814,29.577982902526855
337,2019-07-15 23:34:07.823010921,178,359.91011235955057,720144.0480999874,74.49579831932773,889.7121672198293,1256.1636363636364,14813602.973223148,2,52,2,0,26,0,7,7,19,10,1,4.247927513416173,29.212598085403442
338,2019-07-15 23:34:37.823010921,132,255.1818181818182,354059.9517906336,53.064516129032256,527.7377731529657,798.9,379811.69,0,30,0,0,12,0,5,5,7,2,0,2.807354922047505,29.49790096282959
339,2019-07-15 23:35:07.823010921,141,313.5886524822695,531062.3130627233,64.32183908045977,648.8849253534153,731.3243243243244,368782.5975164353,0,37,0,0,17,0,6,6,12,5,0,3.584962500703843,29.824023008346558
340,2019-07-15 23:35:37.823010921,129,255.45736434108528,361304.573763596,60.81818181818182,142.294214876033,809.625,378308.171875,0,32,0,0,13,0,5,5,6,2,0,2.5849625007125,29.58036708831787
341,2019-07-15 23:36:07.823010921,120,271.43333333333334,384780.82888888876,54.9344262295082,445.6350443429186,809.625,378308.171875,0,32,0,0,13,0,5,5,6,2,0,2.5849625007125,29.404860019683838
342,2019-07-15 23:36:37.823010921,140,245.59285714285716,334796.22709183674,55.323076923076925,422.2494674556213,729.5,373294.60294117645,0,34,0,2,13,0,5,5,7,2,0,2.807354922047505,29.87941288948059
343,2019-07-15 23:37:07.823010921,207,805.5217391304348,2187450.829237555,77.17948717948718,785.7626561472714,1560.3252032520325,47627046.544649355,4,121,0,2,28,0,7,7,11,4,0,3.4594316186214273,29.892137050628662
344,2019-07-15 23:37:37.823010921,135,251.1037037037037,345873.9151714677,51.18333333333333,629.7497222222223,954.0,351649.0,0,26,0,0,13,0,4,4,4,1,0,1.9999999999942293,29.58650517463684
345,2019-07-15 23:38:07.823010921,116,278.88793103448273,396489.90985433996,57.91228070175438,549.1326562019083,846.1724137931035,347578.83234244946,0,29,0,0,15,0,5,5,6,2,0,2.5849625007125,29.03809094429016
346,2019-07-15 23:38:37.823010921,145,238.31724137931033,324713.7476337693,67.33333333333333,469.7422222222221,12088.34693877551,156591839.73677638,21,40,0,0,13,0,5,5,8,3,0,2.9999999999884586,29.608006954193115
347,2019-07-15 23:39:07.823010921,121,271.7603305785124,381234.5458643536,51.8125,701.77734375,2756.3333333333335,50271360.22222222,2,30,0,0,15,0,5,6,8,4,0,2.9999999999884586,29.591622829437256
348,2019-07-15 23:39:37.823010921,137,249.83941605839416,341313.4632638925,58.333333333333336,605.8412698412699,799.125,336816.109375,0,32,0,2,15,0,5,5,6,2,0,2.5849625007125,29.097957849502563
349,2019-07-15 23:40:07.823010921,148,344.2432432432432,610312.5084002921,66.91208791208791,439.1351286076561,1978.4130434782608,33745174.67722118,2,45,0,0,21,0,6,6,12,5,0,3.584962500703843,29.7256817817688
350,2019-07-15 23:40:37.823010921,187,310.75935828877004,564617.0490434385,70.85217391304347,668.1259735349718,713.5681818181819,368770.9271694215,0,44,0,0,22,0,6,6,19,11,1,4.247927513416173,29.608171939849854
351,2019-07-15 23:41:07.823010921,128,272.046875,428626.4978027344,55.85,404.02750000000003,780.8064516129032,377937.4464099896,0,31,0,0,13,0,5,5,6,2,0,2.5849625007125,29.84604811668396
352,2019-07-15 23:41:37.823010921,191,329.0785340314136,585980.3236753377,70.74193548387096,586.901144640999,715.6981132075472,364268.8145247419,0,53,0,0,26,0,6,6,18,11,1,4.169925001416344,29.079297065734863
353,2019-07-15 23:42:07.823010921,217,302.60829493087556,526521.565461148,66.64,1090.5770666666663,1576.1935483870968,24848665.156087406,2,61,0,2,28,0,7,11,22,12,1,4.459431618605558,29.768779039382935
354,2019-07-15 23:42:37.823010921,129,295.92248062015506,492624.4901147767,55.621212121212125,417.62924701561064,782.2647058823529,368231.31228373706,0,34,0,0,15,0,5,6,8,3,0,2.9999999999884586,29.71178102493286
355,2019-07-15 23:43:07.823010921,147,306.0408163265306,540974.1479938914,66.20253164556962,437.78176574266934,731.3243243243244,368782.5975164353,0,37,0,0,17,0,6,6,11,4,0,3.4594316186214273,29.74568796157837
356,2019-07-15 23:43:37.823010921,124,288.0806451612903,416770.5257544224,57.096774193548384,343.63579604578575,805.0571428571428,372896.6253061224,0,35,0,0,15,0,5,5,6,2,0,2.5849625007125,29.011165857315063
357,2019-07-15 23:44:07.823010921,145,259.8,320703.484137931,73.86075949367088,2772.8540298029156,1768.2391304347825,31744819.529773153,2,45,0,0,18,0,7,7,10,4,0,3.3219280948729355,29.65984296798706
358,2019-07-15 23:44:37.823010921,230,364.11304347826086,1118355.5698298677,103.03468208092485,4909.559490794882,2626.426470588235,75993334.42106402,10,131,0,8,52,0,10,10,19,4,0,4.247927513416173,29.701929092407227
359,2019-07-15 23:45:07.823010921,135,255.1925925925926,345405.5629080933,66.25714285714285,2748.7624489795926,701.0571428571428,382382.3395918367,0,35,0,2,14,0,6,6,7,2,0,2.807354922047505,29.636137008666992
360,2019-07-15 23:45:37.823010921,124,265.75,373455.7358870968,65.84615384615384,2017.6686390532543,730.7777777777778,384533.6728395061,0,36,0,0,15,0,6,6,7,2,0,2.807354922047505,29.55598497390747
361,2019-07-15 23:46:07.823010921,117,277.3931623931624,393798.17020965734,72.44444444444444,1742.9135802469132,778.483870967742,379192.3142559833,0,31,0,0,13,0,5,5,7,2,0,2.807354922047505,29.608631134033203
